251.220.122.133/32	182.153.90.62/32	0 : 65535	123 : 123	0x06/0xFF	0x0000/0x0000	
25.238.136.74/32	27.248.246.78/31	0 : 65535	9993 : 9993	0x06/0xFF	0x0000/0x0000	
25.238.136.74/32	222.205.15.138/31	0 : 65535	4444 : 4444	0x06/0xFF	0x0000/0x0000	
25.238.136.74/32	69.69.67.240/31	0 : 65535	8080 : 8080	0x11/0xFF	0x0000/0x0000	
25.238.136.74/32	69.69.67.240/31	0 : 65535	123 : 123	0x11/0xFF	0x0000/0x0000	
73.140.112.144/30	43.198.218.117/32	0 : 65535	80 : 80	0x06/0xFF	0x0000/0x0000	
69.69.187.60/30	43.198.218.117/32	0 : 65535	8080 : 8080	0x06/0xFF	0x0000/0x0000	
68.45.195.168/30	97.29.103.12/32	0 : 65535	1521 : 1521	0x06/0xFF	0x0000/0x0000	
97.29.126.196/30	100.180.171.179/32	0 : 65535	80 : 80	0x06/0xFF	0x0000/0x0000	
97.29.86.244/30	47.166.204.110/32	0 : 65535	1812 : 1812	0x11/0xFF	0x0000/0x0000	
97.29.86.244/30	69.69.67.242/32	0 : 65535	80 : 80	0x11/0xFF	0x0000/0x0000	
97.29.47.140/30	47.166.204.110/32	0 : 65535	3106 : 3106	0x06/0xFF	0x0000/0x0000	
97.29.47.140/30	47.166.204.110/32	0 : 65535	3116 : 3116	0x06/0xFF	0x0000/0x0000	
97.29.47.140/30	69.69.67.242/32	0 : 65535	25 : 25	0x11/0xFF	0x0000/0x0000	
97.29.47.140/30	251.222.244.96/32	0 : 65535	3333 : 3333	0x06/0xFF	0x0000/0x0000	
97.29.47.140/30	251.222.244.96/32	0 : 65535	25 : 25	0x11/0xFF	0x0000/0x0000	
97.29.47.140/30	251.222.244.96/32	0 : 65535	9443 : 9443	0x06/0xFF	0x0000/0x0000	
97.29.47.140/30	47.166.204.110/32	0 : 65535	5730 : 5730	0x06/0xFF	0x0000/0x0000	
18.107.107.104/30	221.230.129.83/32	0 : 65535	25 : 25	0x11/0xFF	0x0000/0x0000	
18.108.12.164/30	222.13.242.80/32	0 : 65535	443 : 443	0x06/0xFF	0x0000/0x0000	
29.8.0.48/30	222.13.242.212/32	0 : 65535	3301 : 3301	0x06/0xFF	0x0000/0x0000	
29.8.0.48/30	47.166.204.110/32	0 : 65535	3015 : 3015	0x06/0xFF	0x0000/0x0000	
24.33.13.184/30	67.225.104.65/32	0 : 65535	1812 : 1812	0x11/0xFF	0x0000/0x0000	
24.33.13.184/30	67.225.162.175/32	0 : 65535	69 : 69	0x11/0xFF	0x0000/0x0000	
25.238.136.76/30	67.225.191.225/32	0 : 65535	5190 : 5190	0x11/0xFF	0x0000/0x0000	
25.238.136.76/30	47.166.204.110/32	0 : 65535	161 : 161	0x06/0xFF	0x0000/0x0000	
25.238.136.76/30	47.166.204.110/32	0 : 65535	5015 : 5015	0x06/0xFF	0x0000/0x0000	
25.238.136.76/30	47.166.204.110/32	0 : 65535	3015 : 3015	0x11/0xFF	0x0000/0x0000	
25.238.136.76/30	27.248.246.77/32	0 : 65535	4444 : 4444	0x11/0xFF	0x0000/0x0000	
25.238.136.76/30	69.69.67.242/32	0 : 65535	1780 : 1780	0x06/0xFF	0x0000/0x0000	
25.238.136.76/30	69.69.67.242/32	0 : 65535	8080 : 8080	0x11/0xFF	0x0000/0x0000	
67.163.126.44/31	43.198.218.118/31	0 : 65535	80 : 80	0x06/0xFF	0x0000/0x0000	
110.210.238.128/31	251.222.247.82/31	0 : 65535	2314 : 2314	0x11/0xFF	0x0000/0x0000	
98.119.39.92/31	100.180.171.150/31	0 : 65535	80 : 80	0x06/0xFF	0x0000/0x0000	
97.29.47.138/31	47.166.204.108/31	0 : 65535	514 : 514	0x11/0xFF	0x0000/0x0000	
97.29.47.138/31	47.166.204.108/31	0 : 65535	2000 : 2000	0x06/0xFF	0x0000/0x0000	
97.29.47.138/31	47.166.204.108/31	0 : 65535	383 : 383	0x06/0xFF	0x0000/0x0000	
97.29.47.138/31	69.69.67.240/31	0 : 65535	25144 : 25144	0x06/0xFF	0x0000/0x0000	
97.29.47.138/31	47.166.204.108/31	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
97.29.47.138/31	69.69.67.240/31	0 : 65535	5190 : 5190	0x06/0xFF	0x0000/0x0000	
18.108.12.160/31	98.119.78.136/31	0 : 65535	2009 : 2009	0x06/0xFF	0x0000/0x0000	
18.108.12.160/31	18.96.76.140/31	0 : 65535	8080 : 8080	0x11/0xFF	0x0000/0x0000	
29.8.0.52/31	67.239.128.14/31	0 : 65535	7426 : 7426	0x06/0xFF	0x0000/0x0000	
24.33.13.188/31	67.225.107.238/31	0 : 65535	162 : 162	0x06/0xFF	0x0000/0x0000	
25.238.136.72/31	27.248.246.78/31	0 : 65535	8080 : 8080	0x06/0xFF	0x0000/0x0000	
25.238.136.72/31	27.248.246.78/31	0 : 65535	3015 : 3015	0x06/0xFF	0x0000/0x0000	
25.238.136.72/31	69.69.64.84/31	0 : 65535	1433 : 1433	0x11/0xFF	0x0000/0x0000	
25.238.136.72/31	69.69.64.84/31	0 : 65535	69 : 69	0x06/0xFF	0x0000/0x0000	
110.210.238.131/32	43.198.218.118/31	0 : 65535	20 : 21	0x11/0xFF	0x0000/0x0000	
97.29.86.243/32	47.166.204.108/31	0 : 65535	3106 : 3108	0x06/0xFF	0x0000/0x0000	
97.29.47.137/32	47.166.204.104/30	0 : 65535	3111 : 3111	0x06/0xFF	0x0000/0x0000	
24.33.13.191/32	67.225.107.232/30	0 : 65535	53 : 53	0x11/0xFF	0x0000/0x0000	
25.238.136.74/32	69.76.224.20/30	0 : 65535	8080 : 8080	0x06/0xFF	0x0000/0x0000	
25.238.136.74/32	47.166.204.104/30	0 : 65535	5280 : 5280	0x11/0xFF	0x0000/0x0000	
25.238.136.74/32	69.69.65.184/30	0 : 65535	5149 : 5149	0x06/0xFF	0x0000/0x0000	
25.238.136.74/32	69.69.64.80/30	0 : 65535	2314 : 2314	0x06/0xFF	0x0000/0x0000	
24.33.13.191/32	22.101.144.223/32	0 : 65535	26000 : 26003	0x11/0xFF	0x0000/0x0000	
25.238.136.72/31	27.248.246.77/32	0 : 65535	20 : 21	0x06/0xFF	0x0000/0x0000	
66.84.42.70/32	43.198.218.117/32	0 : 65535	3000 : 3010	0x06/0xFF	0x0000/0x0000	
69.67.55.36/30	79.109.118.114/31	0 : 65535	3300 : 3300	0x06/0xFF	0x0000/0x0000	
68.45.195.168/30	97.29.63.112/31	0 : 65535	3015 : 3015	0x06/0xFF	0x0000/0x0000	
98.119.39.88/30	47.166.204.108/31	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
97.29.47.140/30	47.166.204.108/31	0 : 65535	25 : 25	0x11/0xFF	0x0000/0x0000	
18.107.104.92/30	113.70.186.28/31	0 : 65535	135 : 135	0x11/0xFF	0x0000/0x0000	
18.108.12.164/30	96.186.146.188/31	0 : 65535	54488 : 54488	0x06/0xFF	0x0000/0x0000	
29.8.0.48/30	27.248.246.78/31	0 : 65535	119 : 119	0x06/0xFF	0x0000/0x0000	
25.238.136.76/30	69.76.234.222/31	0 : 65535	4444 : 4444	0x11/0xFF	0x0000/0x0000	
25.238.136.76/30	47.166.204.108/31	0 : 65535	123 : 123	0x11/0xFF	0x0000/0x0000	
25.238.136.76/30	69.69.67.240/31	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
68.45.195.174/31	97.29.103.8/30	0 : 65535	5719 : 5719	0x11/0xFF	0x0000/0x0000	
98.119.39.92/31	47.166.204.104/30	0 : 65535	4439 : 4439	0x11/0xFF	0x0000/0x0000	
97.29.114.134/31	47.166.204.104/30	0 : 65535	3106 : 3106	0x11/0xFF	0x0000/0x0000	
97.29.47.138/31	98.119.175.60/30	0 : 65535	3015 : 3015	0x06/0xFF	0x0000/0x0000	
97.29.47.138/31	47.166.204.104/30	0 : 65535	5001 : 5001	0x11/0xFF	0x0000/0x0000	
29.8.0.52/31	67.239.129.228/30	0 : 65535	111 : 111	0x06/0xFF	0x0000/0x0000	
25.238.136.72/31	68.45.221.196/30	0 : 65535	123 : 123	0x06/0xFF	0x0000/0x0000	
25.238.136.72/31	69.69.59.12/30	0 : 65535	4444 : 4444	0x06/0xFF	0x0000/0x0000	
110.210.238.136/29	69.69.67.242/32	0 : 65535	25 : 25	0x11/0xFF	0x0000/0x0000	
98.119.39.80/29	98.119.165.109/32	0 : 65535	3106 : 3106	0x06/0xFF	0x0000/0x0000	
97.29.47.128/29	47.166.204.110/32	0 : 65535	143 : 143	0x06/0xFF	0x0000/0x0000	
97.29.47.128/29	47.166.204.110/32	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
18.108.12.168/29	97.54.214.139/32	0 : 65535	443 : 443	0x11/0xFF	0x0000/0x0000	
29.8.0.56/29	47.166.204.110/32	0 : 65535	20555 : 20555	0x06/0xFF	0x0000/0x0000	
25.238.136.64/29	222.205.6.41/32	0 : 65535	25 : 25	0x11/0xFF	0x0000/0x0000	
25.238.136.64/29	27.248.246.77/32	0 : 65535	3106 : 3106	0x06/0xFF	0x0000/0x0000	
25.238.136.64/29	47.166.204.110/32	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
18.108.12.163/32	100.180.171.200/29	0 : 65535	1701 : 1701	0x06/0xFF	0x0000/0x0000	
25.238.136.74/32	222.205.138.152/29	0 : 65535	25 : 25	0x06/0xFF	0x0000/0x0000	
18.108.12.160/31	98.119.66.201/32	0 : 65535	26000 : 26003	0x06/0xFF	0x0000/0x0000	
29.8.0.52/31	79.109.118.118/31	0 : 65535	749 : 751	0x06/0xFF	0x0000/0x0000	
25.238.136.74/32	27.248.246.72/30	0 : 65535	2010 : 2011	0x06/0xFF	0x0000/0x0000	
25.238.136.76/30	47.166.204.110/32	0 : 65535	749 : 751	0x06/0xFF	0x0000/0x0000	
248.133.138.252/30	222.205.15.140/30	0 : 65535	3000 : 3000	0x11/0xFF	0x0000/0x0000	
98.119.39.88/30	98.119.165.116/30	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
97.29.47.140/30	47.166.204.104/30	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
151.139.17.120/32	222.205.15.137/32	0 : 65535	22014 : 22029	0x06/0xFF	0x0000/0x0000	
151.139.180.136/29	222.205.15.138/31	0 : 65535	2345 : 2345	0x06/0xFF	0x0000/0x0000	
98.119.39.80/29	47.166.204.108/31	0 : 65535	5280 : 5280	0x11/0xFF	0x0000/0x0000	
97.29.47.128/29	69.69.67.240/31	0 : 65535	88 : 88	0x06/0xFF	0x0000/0x0000	
18.107.104.104/29	221.230.129.156/31	0 : 65535	80 : 80	0x06/0xFF	0x0000/0x0000	
18.108.12.168/29	97.54.220.250/31	0 : 65535	443 : 443	0x06/0xFF	0x0000/0x0000	
29.116.82.192/29	222.13.242.66/31	0 : 65535	3015 : 3015	0x06/0xFF	0x0000/0x0000	
29.8.0.56/29	66.30.213.172/31	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
25.238.136.64/29	69.69.64.84/31	0 : 65535	5017 : 5017	0x06/0xFF	0x0000/0x0000	
73.183.71.160/28	43.198.218.117/32	0 : 65535	1701 : 1701	0x06/0xFF	0x0000/0x0000	
97.29.86.224/28	47.166.204.110/32	0 : 65535	5001 : 5001	0x11/0xFF	0x0000/0x0000	
97.29.86.224/28	69.69.67.242/32	0 : 65535	162 : 162	0x06/0xFF	0x0000/0x0000	
18.107.104.64/28	113.3.146.244/32	0 : 65535	80 : 80	0x06/0xFF	0x0000/0x0000	
18.108.12.176/28	97.54.223.55/32	0 : 65535	1825 : 1825	0x11/0xFF	0x0000/0x0000	
29.8.0.32/28	47.166.204.110/32	0 : 65535	25 : 25	0x06/0xFF	0x0000/0x0000	
29.8.0.32/28	47.166.204.110/32	0 : 65535	3106 : 3106	0x06/0xFF	0x0000/0x0000	
24.33.13.160/28	67.225.104.183/32	0 : 65535	25 : 25	0x06/0xFF	0x0000/0x0000	
24.33.13.160/28	27.248.246.77/32	0 : 65535	9993 : 9993	0x06/0xFF	0x0000/0x0000	
25.238.136.80/28	69.76.234.220/32	0 : 65535	3015 : 3015	0x06/0xFF	0x0000/0x0000	
25.238.136.80/28	69.76.234.220/32	0 : 65535	3300 : 3300	0x06/0xFF	0x0000/0x0000	
25.238.136.80/28	69.69.59.8/32	0 : 65535	123 : 123	0x06/0xFF	0x0000/0x0000	
25.238.136.80/28	47.166.204.110/32	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
25.238.136.80/28	47.166.204.110/32	0 : 65535	42 : 42	0x06/0xFF	0x0000/0x0000	
25.238.136.80/28	69.69.64.86/32	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
97.29.86.240/31	69.69.67.248/29	0 : 65535	3101 : 3101	0x06/0xFF	0x0000/0x0000	
29.116.82.200/31	222.13.242.72/29	0 : 65535	9993 : 9993	0x06/0xFF	0x0000/0x0000	
25.238.136.72/31	222.205.142.24/29	0 : 65535	1812 : 1812	0x06/0xFF	0x0000/0x0000	
18.108.12.163/32	96.186.146.160/28	0 : 65535	3106 : 3106	0x11/0xFF	0x0000/0x0000	
73.183.64.48/28	176.227.27.146/31	0 : 65535	80 : 80	0x06/0xFF	0x0000/0x0000	
68.45.195.176/28	43.198.218.118/31	0 : 65535	514 : 514	0x06/0xFF	0x0000/0x0000	
110.210.238.144/28	43.198.218.118/31	0 : 65535	25 : 25	0x06/0xFF	0x0000/0x0000	
110.210.238.144/28	43.198.218.118/31	0 : 65535	8000 : 8000	0x06/0xFF	0x0000/0x0000	
98.119.39.64/28	47.166.204.108/31	0 : 65535	53 : 53	0x06/0xFF	0x0000/0x0000	
98.119.39.64/28	47.166.204.108/31	0 : 65535	2345 : 2345	0x06/0xFF	0x0000/0x0000	
97.29.47.144/28	47.166.204.108/31	0 : 65535	20555 : 20555	0x06/0xFF	0x0000/0x0000	
97.29.47.144/28	97.29.236.34/31	0 : 65535	5166 : 5166	0x06/0xFF	0x0000/0x0000	
97.29.47.144/28	69.69.67.240/31	0 : 65535	80 : 80	0x06/0xFF	0x0000/0x0000	
29.116.82.208/28	47.166.204.108/31	0 : 65535	54488 : 54488	0x11/0xFF	0x0000/0x0000	
25.238.136.80/28	47.166.204.108/31	0 : 65535	123 : 123	0x11/0xFF	0x0000/0x0000	
25.238.136.80/28	47.166.204.108/31	0 : 65535	23 : 23	0x06/0xFF	0x0000/0x0000	
